incidentid,race,injury,gender,schoolaffiliation,age
19941012NCGRG,unknown,Wounded,Male,Principal/Vice-Principal,Adult
19941017ILHUC,unknown,Wounded,Female,Student,Adolescent
19941031CAALA,unknown,None,Male,Student,Teen
19941105CATHS,unknown,Fatal,Female,No Relation,Teen
19941107OHWIW,unknown,Fatal,Male,Other Staff,Adult
19941107OHWIW,unknown,Wounded,Male,Principal/Vice-Principal,Adult
19941107OHWIW,unknown,Wounded,Male,Teacher,Adult
19941107OHWIW,unknown,Wounded,Male,Teacher,Adult
19941107OHWIW,unknown,Wounded,Male,Police Officer/SRO,Adult
19941108IAWEM,unknown,Wounded,Female,Other Staff,Adult
19941115WASTT,unknown,None,Male,Student,Teen
19950105DCCAW,unknown,Fatal,Male,Student,Teen
19950110FLPAP,unknown,None,Male,Student,Teen
19950112WAGAS,unknown,Wounded,Male,Student,Teen
19950112WAGAS,unknown,Wounded,Female,Student,Teen
19950123CASAR,unknown,Fatal,Male,Principal/Vice-Principal,Adult
19950124DCSPW,unknown,Wounded,Male,Student,Adolescent
19950202CAJOL,unknown,Fatal,Male,Student,Teen
19950202CAJOL,unknown,Wounded,Male,Student,Teen
19950208NECHS,unknown,Wounded,Male,Teacher,Adult
19950303MIPED,unknown,Wounded,Male,Student,Adolescent
19950327MIRED,unknown,Wounded,Female,Student,Adolescent
19950614FLLAL,unknown,Wounded,Male,Former Student,Teen
19950614FLLAL,unknown,Wounded,Female,Student,Teen
19950829TXMEL,unknown,Fatal,Female,Student,School Age Child
19950912TNCYM,unknown,Fatal,Male,Student,Adolescent
19950914KSOLO,unknown,Fatal,Male,Student,Teen
19950914KSOLO,unknown,Fatal,Male,Former Student,Teen
19950914KSOLO,unknown,Wounded,Male,Student,Teen
19950914KSOLO,unknown,Wounded,Male,Student,Teen
19950914KSOLO,unknown,Wounded,Male,Student,Teen
19950914KSOLO,unknown,Wounded,Male,Student,Teen
19950915KYGEW,unknown,None,unknown,Student,Teen
19950927ALBLP,unknown,Wounded,Male,Student,Young Adult
19950929FLTAT,Black,Fatal,Male,Student,Adolescent
19951012SCBLB,unknown,Wounded,Male,Teacher,Adult
19951012SCBLB,unknown,Fatal,Male,Teacher,Adult
19951023FLLAC,unknown,None,Female,Student,Adolescent
19951030VAJOR,unknown,Wounded,Male,Student,Teen
19951030VAJOR,unknown,Wounded,Female,Student,Adolescent
19951030VAJOR,unknown,Wounded,Female,Student,Adolescent
19951030VAJOR,unknown,Wounded,Female,Student,Adolescent
19951102FLBLM,unknown,Minor Injuries,unknown,Student,Child
19951115TNRIL,unknown,Wounded,Female,Teacher,Adult
19951115TNRIL,unknown,Fatal,Female,Teacher,Adult
19951115TNRIL,unknown,Fatal,Female,Student,Adolescent
19951128NYTHN,unknown,Fatal,Male,Student,Adolescent
19960102PAGIG,unknown,None,Male,Student,Adolescent
19960119DCWIW,Black,Fatal,Male,Relative,Adolescent
19960126TNEAM,Black,Fatal,Male,Student,Adolescent
19960202WAFRM,unknown,Fatal,Male,Student,Adolescent
19960202WAFRM,unknown,Fatal,Female,Teacher,Adult
19960202WAFRM,unknown,Fatal,Male,Student,Adolescent
19960202WAFRM,unknown,Wounded,Female,Student,Adolescent
19960208CAMIM,unknown,Wounded,Male,Student,Adolescent
19960222GAJES,Black,Fatal,Male,Student,Adolescent
19960229MOBES,Black,Fatal,Female,Relative,Infant
19960229MOBES,Black,Fatal,Female,Student,Adolescent
19960229MOBES,Black,Wounded,Male,Bus Driver,Adult
19960311NCNON,White,None,Male,Student,Adolescent
19960319NVSWL,unknown,Minor Injuries,Male,Student,Teen
19960319NVSWL,unknown,Minor Injuries,Male,Student,Teen
19960411ALTAT,unknown,Fatal,Male,Student,Young Adult
19960415DCMCW,unknown,Fatal,Male,Former Student,Young Adult
19960514UTBIT,unknown,Wounded,Female,Bus Driver,Adult
19960522CACOC,unknown,Fatal,Male,Student,Adolescent
19960604CAWEH,unknown,None,Male,Student,Adolescent
19960726CAJOL,Hispanic,Wounded,Male,Student,Adolescent
19960726CAJOL,Hispanic,Wounded,Female,Student,Adolescent
19960925GADED,unknown,Fatal,Male,Teacher,Adult
19961002PASMP,unknown,Fatal,Female,Relative,Young Adult
19961002PASMP,unknown,Fatal,Female,Parent,Adult
19961004CASTP,unknown,Fatal,Male,Student,Young Adult
19961004CASTP,unknown,Wounded,Male,Unknown,Teen
19961009ARJAS,unknown,Fatal,Male,Student,Young Adult
19961014MOSUS,unknown,Fatal,Male,Student,Adolescent
19961127CAHIS,unknown,Fatal,Male,Student,Young Adult
19970108NYCRN,unknown,Fatal,Male,Student,Young Adult
19970108NYCRN,unknown,Wounded,Male,Student,Adolescent
19970108NYCRN,unknown,Wounded,Male,Student,Adolescent
19970108NYCRN,unknown,Wounded,Male,Student,Adolescent
19970127FLCOW,unknown,Fatal,Male,Student,Adolescent
19970206MSWIJ,Black,Wounded,Male,Student,Adolescent
19970213NYMOB,unknown,Wounded,Male,Student,Adolescent
19970213NYSAB,unknown,Wounded,Male,Student,Adolescent
19970219AKBEB,unknown,Wounded,Male,Student,Adolescent
19970219AKBEB,unknown,Fatal,Male,Student,Adolescent
19970219AKBEB,unknown,Wounded,Male,Student,Adolescent
19970219AKBEB,unknown,Fatal,Male,Other Staff,Adult
19970220FLFIJ,unknown,None,Female,Student,Adolescent
19970221NVRAL,Hispanic,Wounded,Male,Student,Adolescent
19970317MIPED,unknown,Fatal,Male,Student,Adolescent
19970403CAMAM,unknown,Fatal,Male,Student,Adolescent
19970428CAJOL,unknown,Fatal,Male,Student,Adolescent
19970430NYCIN,unknown,Fatal,Male,Student,Young Adult
19970513FLNOM,unknown,Wounded,Male,Student,Adolescent
19970520OHDUD,unknown,Wounded,Male,Student,Adolescent
19970624ALJEM,unknown,Fatal,Male,Student,Young Adult
19971001MSPEP,unknown,Fatal,Female,Student,Adolescent
19971001MSPEP,unknown,Fatal,Female,Student,Adolescent
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971001MSPEP,unknown,Wounded,unknown,Student,Teen
19971005OKMOO,unknown,Wounded,Male,Unknown,Adolescent
19971010INWAG,unknown,Fatal,Female,Student,Teen
19971010INWAG,unknown,Wounded,Female,Student,Adolescent
19971010INWAG,unknown,Wounded,Male,Student,Young Adult
19971014TXLAG,unknown,None,Male,Student,Young Adult
19971015FLLIP,unknown,Wounded,Male,Student,Adolescent
19971020CAMCO,unknown,Fatal,Female,Student,Adolescent
19971020CAMCO,unknown,Wounded,Female,Student,Adolescent
19971020CAMCO,unknown,Wounded,Male,unknown,Young Adult
19971022CAJON,unknown,Fatal,Female,Student,Adolescent
19971107FLRIJ,unknown,Wounded,Male,Student,Adolescent
19971107FLRIJ,unknown,Fatal,Male,Student,Adolescent
19971113CACRS,unknown,Fatal,Male,Parent,Adult
19971201KYHEW,unknown,Fatal,Female,Student,Adolescent
19971201KYHEW,unknown,Fatal,Female,Student,Adolescent
19971201KYHEW,unknown,Fatal,Female,Student,Adolescent
19971201KYHEW,unknown,Wounded,Male,Student,Adolescent
19971201KYHEW,unknown,Wounded,Female,Student,Adolescent
19971201KYHEW,unknown,Wounded,Female,Student,Adolescent
19971201KYHEW,unknown,Wounded,Female,Student,Adolescent
19971201KYHEW,unknown,Wounded,Female,Student,Adolescent
19971215ARSTS,unknown,Wounded,Male,Student,Adolescent
19971215ARSTS,unknown,Wounded,Female,Student,Adolescent
19980212NJHOH,unknown,Fatal,Male,Teacher,Adult
19980225MIRER,unknown,None,Male,Student,Adolescent
19980227VAMAF,unknown,Fatal,Male,Student,Adolescent
19980324ARWEJ,unknown,Fatal,Female,Student,School Age Child
19980324ARWEJ,unknown,Wounded,unknown,Student,School Age Child
19980324ARWEJ,unknown,Wounded,unknown,Student,School Age Child
19980324ARWEJ,unknown,Wounded,unknown,Student,Adolescent
19980324ARWEJ,unknown,Wounded,unknown,Student,Adolescent
19980324ARWEJ,unknown,Wounded,unknown,Student,School Age Child
19980324ARWEJ,unknown,Wounded,unknown,Teacher,Adult
19980324ARWEJ,unknown,Fatal,Female,Student,School Age Child
19980324ARWEJ,unknown,Fatal,Female,Student,School Age Child
19980324ARWEJ,unknown,Fatal,Female,Student,School Age Child
19980324ARWEJ,unknown,Fatal,Female,Teacher,Adult
19980324ARWEJ,unknown,Wounded,unknown,Student,Adolescent
19980324ARWEJ,unknown,Wounded,unknown,Student,Adolescent
19980324ARWEJ,unknown,Wounded,unknown,Student,School Age Child
19980324ARWEJ,unknown,Wounded,unknown,Student,School Age Child
19980325CAFED,unknown,None,Male,Principal/Vice-Principal,Adult
19980325MICOC,unknown,None,Male,Student,Young Adult
19980330NCGRC,unknown,None,Female,Student,Adolescent
19980331WIOAO,unknown,None,unknown,unknown,unknown
19980423CACUL,unknown,Wounded,Male,Student,Teen
19980423CACUL,unknown,Wounded,Male,Student,Teen
19980424PAPAE,unknown,Fatal,Male,Teacher,Adult
19980424PAPAE,unknown,Wounded,Male,Student,Adolescent
19980424PAPAE,unknown,Wounded,Male,Student,Adolescent
19980424PAPAE,unknown,Wounded,Male,Student,Teen
19980428CAPHP,unknown,Fatal,Male,No Relation,Adolescent
19980428CAPHP,unknown,Wounded,Male,No Relation,Adolescent
19980428CAPHP,unknown,Wounded,Male,No Relation,Adolescent
19980428WIPAP,unknown,Wounded,Male,Other Staff,Adult
19980501FLNOM,unknown,Wounded,Male,Student,Adolescent
19980501NYPUB,unknown,Fatal,Female,Other Staff,Adult
19980501NYPUB,unknown,Wounded,Female,Teacher,Adult
19980519TNLIF,unknown,Fatal,Male,Student,Young Adult
19980521CARIR,unknown,None,Male,Student,Adolescent
19980521ORTHS,unknown,Fatal,Male,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Young Adult
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Young Adult
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Fatal,Male,Student,Teen
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Teen
19980521ORTHS,unknown,Wounded,unknown,Student,Teen
19980521ORTHS,unknown,Wounded,unknown,Student,Teen
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521ORTHS,unknown,Wounded,unknown,Student,Adolescent
19980521WAONO,unknown,None,Male,Student,Adolescent
19980527CAWAP,unknown,Fatal,Male,unknown,Adolescent
19980527CAWAP,unknown,Fatal,Male,unknown,Young Adult
19980529FLSTF,White,Fatal,Female,Teacher,Adult
19980615VAARR,unknown,Wounded,Male,Teacher,Adult
19980615VAARR,unknown,Wounded,Female,Teacher,Adult
19980911CAHEG,unknown,Wounded,Male,Student,Adolescent
19980930FLLEL,unknown,None,Male,Student,Adolescent
19980930FLNOM,unknown,Wounded,Male,Student,Adolescent
19980930FLNOM,unknown,Wounded,Male,Student,Adolescent
19980930FLNOM,unknown,Wounded,Male,Teacher,Adult
19981103PAMAP,unknown,Fatal,Male,Student,Adolescent
19981130NYHAH,unknown,None,Female,Student,Adolescent
19981203INERG,unknown,Wounded,Female,Teacher,Adult
19981211INBEI,unknown,Wounded,Male,Student,Child
19990108GACEC,unknown,None,unknown,unknown,unknown
19990114NYHAN,unknown,Wounded,Male,Student,Young Adult
19990114NYHAN,unknown,Wounded,Male,Student,Adolescent
19990121TXRIN,unknown,None,Male,Student,Adolescent
19990211ILOME,unknown,Fatal,Male,Student,Adolescent
19990211MSJEP,unknown,None,Female,Teacher,Adult
19990304ILNIS,unknown,Wounded,Male,Police Officer/SRO,Adult
19990416IDNON,unknown,None,unknown,unknown,unknown
19990420COCOL,White,Fatal,Female,Student,Adolescent
19990420COCOL,White,Fatal,Male,Teacher,Adult
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990420COCOL,White,Fatal,Female,Student,Young Adult
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Young Adult
19990420COCOL,unknown,Wounded,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,Female,Student,Adolescent
19990420COCOL,unknown,Wounded,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,Female,Student,Adolescent
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Young Adult
19990420COCOL,unknown,Wounded,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Teen
19990420COCOL,unknown,Wounded,unknown,Teacher,Adult
19990420COCOL,unknown,Wounded,Male,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Young Adult
19990420COCOL,White,Fatal,Female,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,Female,Teacher,Adult
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Young Adult
19990420COCOL,unknown,Wounded,unknown,Student,Adolescent
19990420COCOL,unknown,Wounded,unknown,Student,Teen
19990420COCOL,unknown,Wounded,unknown,Student,Teen
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990420COCOL,Black,Fatal,Male,Student,Young Adult
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990420COCOL,White,Fatal,Female,Student,Adolescent
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990420COCOL,White,Fatal,Male,Student,Adolescent
19990422GAMAA,Black,Fatal,Male,Student,Adolescent
19990422LASCB,unknown,Wounded,Female,Student,Adolescent
19990520GAHEC,unknown,Wounded,unknown,Student,Adolescent
19990520GAHEC,unknown,Wounded,unknown,Student,Adolescent
19990520GAHEC,unknown,Wounded,Female,Student,Adolescent
19990520GAHEC,unknown,Wounded,unknown,Student,Young Adult
19990520GAHEC,unknown,Wounded,unknown,Student,Adolescent
19990520GAHEC,unknown,Wounded,unknown,Student,Young Adult
19990825GAJAM,unknown,None,Female,Student,Adolescent
19990909CASAS,unknown,None,Male,Student,Adolescent
19990927FLEGT,unknown,Wounded,Female,Student,School Age Child
19991004SDJOP,unknown,Wounded,Male,Principal/Vice-Principal,Adult
19991011NVCLL,unknown,Wounded,Male,Student,Adolescent
19991011NVCLL,unknown,Wounded,Male,Student,Adolescent
19991021CASAP,unknown,Wounded,Male,Student,Adolescent
19991026PAMAP,unknown,Fatal,Male,Student,Adolescent
19991026WVGUB,unknown,Fatal,Male,Other Staff,Adult
19991117TXDID,unknown,Wounded,Male,Student,Adolescent
19991119NMDED,unknown,Fatal,Male,Student,Adolescent
19991206OKFOF,unknown,Wounded,unknown,Student,School Age Child
19991206OKFOF,unknown,Wounded,unknown,Student,Adolescent
19991206OKFOF,unknown,Wounded,unknown,Student,Adolescent
19991206OKFOF,unknown,Wounded,unknown,Student,Adolescent
19991206OKFOF,unknown,Wounded,unknown,Student,Teen
20000110AKBAA,unknown,None,Male,Student,Adolescent
20000113NMALA,unknown,None,unknown,unknown,unknown
20000119FLRIN,unknown,Fatal,Male,Student,Adolescent
20000120NCERA,unknown,None,unknown,unknown,unknown
20000126CAALM,unknown,None,Male,No Relation,Adolescent
20000126NESOO,unknown,Wounded,Female,Student,Adolescent
20000210PAPEY,unknown,None,Male,Student,Adolescent
20000214ILDUC,unknown,Wounded,Male,Student,School Age Child
20000229MIBUF,unknown,Fatal,Female,Student,School Age Child
20000310GABES,unknown,Fatal,Female,Student,Young Adult
20000310GABES,unknown,Fatal,Male,Student,Adolescent
20000310GABES,unknown,Wounded,Male,Student,Adolescent
20000323OHMCL,unknown,None,unknown,unknown,unknown
20000406OKHUH,unknown,Wounded,Female,Parent,Adult
20000410AZLAT,unknown,None,Female,Teacher,Adult
20000502COTHD,unknown,None,Male,Student,Adolescent
20000510AZCAS,unknown,Fatal,Female,Teacher,Adult
20000526FLLAL,Hispanic,Fatal,Male,Teacher,Adult
20000717WADIR,unknown,None,unknown,unknown,unknown
20000726OHTIC,unknown,Fatal,Male,Student,Adolescent
20000905OHBIB,unknown,Fatal,Female,Other Staff,Adult
20000907ILLOR,Black,Fatal,Male,No Relation,Young Adult
20000918OHMOM,unknown,None,unknown,unknown,unknown
20000926LACAN,unknown,Wounded,Male,Student,Adolescent
20000926LACAN,unknown,Wounded,Male,Student,Adolescent
20001005MNMIM,unknown,Wounded,Male,No Relation,Young Adult
20001005MNMIM,unknown,Wounded,Male,No Relation,Adolescent
20001024AZPIG,unknown,None,unknown,unknown,unknown
20001101TXNEC,unknown,None,unknown,unknown,unknown
20001201CAGRL,unknown,None,Male,Student,Adolescent
20001201CAJUS,unknown,None,Male,Student,Adolescent
20001207CARIR,unknown,Fatal,Male,Student,Adolescent
20001221FLNOM,unknown,Fatal,Male,No Relation,Adult
20010103CABAS,unknown,None,Male,Student,Adolescent
20010110CAHUO,unknown,None,Female,Student,Adolescent
20010117MDLAB,unknown,Fatal,Male,Student,Adolescent
20010202MIOSD,unknown,Wounded,unknown,Student,Teen
20010202MIOSD,unknown,Wounded,unknown,Student,Teen
20010202MIOSD,unknown,Wounded,unknown,Teacher,Adult
20010302CAHOS,unknown,None,Male,Student,Young Adult
20010305CASAS,unknown,Fatal,Male,Student,Adolescent
20010305CASAS,unknown,Wounded,Female,Student,Teen
20010305CASAS,unknown,Wounded,Male,Student,Teen
20010305CASAS,unknown,Wounded,Male,Student,Teen
20010305CASAS,unknown,Wounded,Male,Student,Young Adult
20010305CASAS,unknown,Wounded,Female,Teacher,Adult
20010305CASAS,unknown,Wounded,Male,Other Staff,Young Adult
20010305CASAS,unknown,Fatal,Male,Student,Adolescent
20010305CASAS,unknown,Wounded,Male,Student,Adolescent
20010305CASAS,unknown,Wounded,Male,Student,Young Adult
20010305CASAS,unknown,Wounded,Male,Student,Young Adult
20010305CASAS,unknown,Wounded,Male,Student,Adolescent
20010305CASAS,unknown,Wounded,Male,Student,Adolescent
20010305CASAS,unknown,Wounded,Female,Student,Adolescent
20010305CASAS,unknown,Wounded,Female,Student,Adolescent
20010306MDLAL,unknown,Wounded,Male,Student,Adolescent
20010307PABIW,White,Wounded,Female,Student,Adolescent
20010307WAKEC,unknown,None,unknown,unknown,unknown
20010322CAGRE,unknown,Wounded,Male,Student,Adolescent
20010322CAGRE,unknown,Wounded,Male,Student,Adolescent
20010322CAGRE,unknown,Wounded,Female,Student,Adolescent
20010322CAGRE,unknown,Wounded,Female,Teacher,Adult
20010322CAGRE,unknown,Wounded,Female,Teacher,Adult
20010330INLEG,unknown,Fatal,Male,Student,Adolescent
20010402TXKLH,unknown,None,Female,Student,Adolescent
20010410WAWAM,unknown,None,unknown,unknown,unknown
20010420LAMOM,unknown,None,unknown,unknown,unknown
20010425OHJOC,unknown,Fatal,Male,Other Staff,Adult
20010515TXENE,unknown,None,Male,Student,Adolescent
20010607TXOUA,unknown,Fatal,Male,No Relation,Adult
20010730CABEL,unknown,Wounded,Male,No Relation,Adult
20010912KYLAC,White,Fatal,Female,Parent,Adult
20010921MDLAB,unknown,Wounded,Male,Student,Adolescent
20011012UTTAT,unknown,None,Male,Student,Adolescent
20011026CARER,unknown,Wounded,Male,Student,Adolescent
20011026MIBES,unknown,Wounded,Male,Student,Adolescent
20011112MICAC,unknown,None,Male,Student,Adolescent
20011130TXFRF,unknown,None,unknown,unknown,unknown
20020111MSRAJ,unknown,None,unknown,unknown,unknown
20020115NYMAN,unknown,Wounded,Male,Student,Adolescent
20020115NYMAN,unknown,Wounded,Male,Student,Adolescent
20020124PAOLO,unknown,None,unknown,unknown,unknown
20020201TXBRB,unknown,Wounded,Female,Intimate Relationship,Adult
20020201TXBRB,unknown,Wounded,Male,Other Staff,Adult
20020206CAGAL,unknown,Wounded,Female,Student,Adolescent
20020206CAGAL,unknown,Wounded,Male,Student,Young Adult
20020207ILROC,unknown,Wounded,Male,Student,Teen
20020207ILROC,unknown,Wounded,Male,Student,Teen
20020207ILROC,unknown,Wounded,Female,Student,Teen
20020322CAJOC,unknown,None,Female,Teacher,Adult
20020406MDLEB,Black,Fatal,Male,No Relation,Adolescent
20020426LAABN,unknown,Fatal,Male,Security Guard,Adult
20021004MTCMG,unknown,None,Male,Student,Teen
20021004TXPAS,unknown,None,Female,Student,Adolescent
20021007MDBEB,unknown,Wounded,Male,Student,Adolescent
20021029NJLIJ,unknown,Wounded,Male,Student,Adolescent
20021107MOSTL,unknown,Wounded,Female,Parent,Adult
20021107MOSTL,unknown,Fatal,Male,Student,School Age Child
20021115CAAML,unknown,Wounded,Male,Student,School Age Child
20021115CAAML,unknown,Wounded,Male,No Relation,Young Adult
20021115TXSCS,unknown,None,unknown,unknown,unknown
20021202MIOSD,unknown,None,Male,Student,Adolescent
20021212WAWIC,unknown,Minor Injuries,Male,Student,Teen
20021212WAWIC,unknown,Minor Injuries,Female,Student,Teen
20021216ILENC,unknown,Fatal,Male,Student,Young Adult
20021216ILENC,unknown,Wounded,Female,Student,Adolescent
20030121KYWEO,unknown,None,Male,Student,Child
20030130OKJEJ,unknown,None,unknown,unknown,unknown
20030205CORAW,unknown,None,Male,Student,Adolescent
20030318IACLG,unknown,None,Male,Student,Adolescent
20030321MSNOM,unknown,None,Male,Student,Adolescent
20030330CAROW,Hispanic,Fatal,Male,No Relation,Adult
20030401DCCAW,unknown,Wounded,Male,Student,Adolescent
20030414LAFAS,unknown,Wounded,Male,Student,Young Adult
20030414LAJON,unknown,Fatal,Male,Student,Young Adult
20030414LAJON,unknown,Wounded,Female,Student,Adolescent
20030414LAJON,unknown,Wounded,Male,Student,Young Adult
20030414LAJON,unknown,Wounded,Male,Student,Adolescent
20030414LAJON,unknown,Wounded,Male,Student,Young Adult
20030416TXGRA,unknown,None,Female,Student,School Age Child
20030424PARER,unknown,Fatal,Male,Principal/Vice-Principal,Adult
20030513PAFOJ,unknown,None,Male,Student,Young Adult
20030604PAROW,unknown,None,Male,Student,School Age Child
20030910MSVIV,unknown,Fatal,Male,unknown,Young Adult
20030917MACHB,unknown,Wounded,Male,Student,Adolescent
20030917MACHB,unknown,Wounded,Male,Police Officer/SRO,Adult
20030917MDOKE,unknown,None,unknown,unknown,unknown
20030922WALES,unknown,Wounded,Male,Student,Adolescent
20030924MNROC,unknown,Fatal,Male,Student,Adolescent
20030924MNROC,unknown,Fatal,Male,Student,Adolescent
20030925NCBUL,unknown,None,unknown,unknown,unknown
20031001CARIS,unknown,Wounded,Male,Principal/Vice-Principal,Adult
20031007OHKEA,unknown,Wounded,Male,Student,Adolescent
20031029LAMAM,unknown,None,Male,Student,School Age Child
20031030DCANW,unknown,Fatal,Male,Student,Adolescent
20031030DCANW,unknown,Wounded,Female,Student,Adolescent
20031108TXHIS,unknown,Fatal,Female,Student,Adolescent
20031113NCEAC,unknown,Wounded,Male,Student,Teen
20031113NCEAC,unknown,Wounded,Male,Student,Teen
20031202ILFEC,unknown,None,Male,Unknown,Young Adult
20031204OKDOO,unknown,Wounded,Female,Student,Adolescent
20031205ILCAC,unknown,Wounded,Male,Other Staff,Adult
20031217MDOLM,unknown,None,unknown,unknown,unknown
20031222NJCOW,unknown,Wounded,Male,Student,Young Adult
20031229FLABE,unknown,Wounded,Male,No Relation,Adolescent
20031229FLABE,unknown,Fatal,Male,No Relation,Young Adult
20040115CAPOP,unknown,Wounded,Female,Student,Adolescent
20040121NVFAH,unknown,Fatal,Male,Intimate Relationship,Adult
20040202DCBAW,unknown,Fatal,Male,Student,Adolescent
20040203TXYOH,unknown,None,Male,Student,School Age Child
20040206LAFAS,unknown,None,unknown,unknown,unknown
20040209NYCOE,unknown,Wounded,Male,Teacher,Adult
20040211PATMP,unknown,Fatal,Male,Student,School Age Child
20040211PATMP,unknown,Wounded,Female,Teacher,Adult
20040213OHCOD,unknown,Wounded,Male,Student,Adolescent
20040220LAGAS,unknown,Fatal,Female,Teacher,Young Adult
20040305CASAL,unknown,Wounded,Male,Student,Adolescent
20040305CASAL,unknown,Wounded,Female,Student,Adolescent
20040317WACRJ,unknown,None,Male,Student,Adolescent
20040504TXKAH,unknown,None,unknown,unknown,unknown
20040507MDRAR,unknown,Wounded,Male,Student,Adolescent
20040507MDRAR,unknown,Wounded,Male,Student,Adolescent
20040507MDRAR,unknown,Wounded,Male,Student,Adolescent
20040507MDRAR,unknown,Wounded,Male,Student,Adolescent
20040512CAEAM,unknown,Wounded,Male,Student,Young Adult
20040512CAEAM,unknown,Wounded,Female,Student,Adolescent
20040524UTWES,unknown,Fatal,Female,Other Staff,Adult
20040609CACAO,unknown,Wounded,Male,Student,Adolescent
20040609CACAO,unknown,Wounded,Male,Student,Adolescent
20040803ALHUB,unknown,Wounded,Male,Student,Adolescent
20040824TNHAM,unknown,None,Male,Student,Adolescent
20040830ILPRM,unknown,Fatal,Male,Relative,Young Adult
20040912LABON,unknown,Wounded,Male,Student,Adolescent
20040915INWIG,unknown,None,unknown,unknown,unknown
20041002NEJEG,unknown,Wounded,Female,No Relation,Young Adult
20041007MANEN,unknown,None,Male,Student,Adolescent
20041012CALAS,unknown,None,Male,No Relation,Adult
20041015CABIB,unknown,Wounded,Male,Student,Adolescent
20041021MDTHB,unknown,Wounded,Male,Student,Young Adult
20041021MDTHB,unknown,Wounded,Male,Student,Adolescent
20041022CATYH,unknown,Fatal,Male,No Relation,Adult
20041115ALPAB,unknown,Wounded,Male,Unknown,Young Adult
20041115INBRG,unknown,Wounded,Male,Parent,Adult
20041116SCBAB,unknown,Wounded,Male,Unknown,Young Adult
20041117FLAPA,unknown,None,unknown,unknown,unknown
20041119FLTEJ,unknown,Wounded,Male,Student,Teen
20041209WALAS,unknown,None,Male,Student,Adolescent
20041213LALAL,unknown,Wounded,Male,Student,Young Adult
20041231TXRIR,unknown,Wounded,Female,Other Staff,Adult
20050105PAMUN,unknown,Fatal,Male,Student,Young Adult
20050126ILWOP,unknown,None,Unknown,Student,Teen
20050204GAMCA,unknown,Wounded,Female,Student,Adolescent
20050208ILBOC,unknown,Wounded,Female,Student,Young Adult
20050302TNSTD,unknown,Fatal,Female,Bus Driver,Adult
20050309TNMAN,unknown,Wounded,Male,Student,Young Adult
20050310TXZAD,unknown,Wounded,Male,No Relation,Adult
20050314OHLEC,unknown,Wounded,Male,Student,School Age Child
20050316PACAP,unknown,Fatal,Male,Student,Adolescent
